Keyword,Name,Phone,Website,Address,Rating,Category,GoogleMapsURL
gyms in kelowna,Oxygen Yoga and Fitness Kelowna,(778) 478-1108,https://oxygenyogaandfitness.com/kelowna-location/,"1950 Harvey Ave #117, Kelowna, BC V1Y 8J8", stars,N/A,https://www.google.com/maps/place/Oxygen+Yoga+and+Fitness+Kelowna/data=!4m7!3m6!1s0x537d8cb4304cbcbf:0x8fcbc4c057308946!8m2!3d49.8827626!4d-119.4524523!16s%2Fg%2F11gdfzjw3d!19sChIJv7xMMLSMfVMRRokwV8DEy48?authuser=0&hl=en&rclk=1
gyms in kelowna,Sweat Studios - Kelowna,(778) 484-0476,http://www.sweatkelowna.com/,"529 Lawrence Ave, Kelowna, BC V1Y 6L8", stars,N/A,https://www.google.com/maps/place/Sweat+Studios+-+Kelowna/data=!4m7!3m6!1s0x537df562d1fa36c3:0x9fdcdb6f73fa5fff!8m2!3d49.8852764!4d-119.4923938!16s%2Fg%2F11tsj7v035!19sChIJwzb60WL1fVMR_1_6c2_b3J8?authuser=0&hl=en&rclk=1
gyms in kelowna,eSport Fitness,(250) 863-7764,https://esportfitness.ca/,"3396 Sexsmith Rd Warehouse #107, Kelowna, BC V1X 7S5", stars,N/A,https://www.google.com/maps/place/eSport+Fitness/data=!4m7!3m6!1s0x537df3d61ac00fa9:0x37fd775aba391231!8m2!3d49.9185881!4d-119.3928708!16s%2Fg%2F11p18prx3v!19sChIJqQ_AGtbzfVMRMRI5ulp3_Tc?authuser=0&hl=en&rclk=1
gyms in kelowna,Fitness Superstore,(250) 215-4452,http://www.fitness-superstore.ca/,"Online Sales only, 3418 Liard Ct, West Kelowna, BC V4T 1B6", stars,N/A,https://www.google.com/maps/place/Fitness+Superstore/data=!4m7!3m6!1s0x89d51d89e9a9cbe5:0x896683f86e36014!8m2!3d49.8391189!4d-119.6659417!16s%2Fg%2F1vbnqdd5!19sChIJ5cup6Ykd1YkRFGDjhj9olgg?authuser=0&hl=en&rclk=1
gyms in kelowna,West K Kickboxing Gym & Fitness Centre,(2),N/A,"2476 Westlake Rd, West Kelowna, BC V1Z 2V2", stars,N/A,https://www.google.com/maps/place/West+K+Kickboxing+Gym+%26+Fitness+Centre/data=!4m7!3m6!1s0x537df50078c7d111:0x100e37c2e0c275a5!8m2!3d49.8665332!4d-119.5672264!16s%2Fg%2F11lmf1zwy0!19sChIJEdHHeAD1fVMRpXXC4MI3DhA?authuser=0&hl=en&rclk=1
gyms in kelowna,Boechler Built Training & Nutrition,(28),http://boechler-built.com/,"1304 Water St, Kelowna, BC V1Y 9P3", stars,N/A,https://www.google.com/maps/place/Boechler+Built+Training+%26+Nutrition/data=!4m7!3m6!1s0x537df4a0b4a2ca79:0x975531b472b20da2!8m2!3d49.8918287!4d-119.4968291!16s%2Fg%2F11s78c75yw!19sChIJecqitKD0fVMRog2ycrQxVZc?authuser=0&hl=en&rclk=1
gyms in kelowna,GoodLife Fitness Kelowna Capri Centre,(250) 868-3788,https://www.goodlifefitness.com/clubs/club.237.html?utm_source=G&utm_medium=LPM&utm_campaign=GoodlifeFitness,"1835 Gordon Dr #119, Kelowna, BC V1Y 3H4", stars,N/A,https://www.google.com/maps/place/GoodLife+Fitness+Kelowna+Capri+Centre/data=!4m7!3m6!1s0x537d8caad657145f:0x8282fd070d02a25f!8m2!3d49.881468!4d-119.475248!16s%2Fg%2F1hc4by83m!19sChIJXxRX1qqMfVMRX6ICDQf9goI?authuser=0&hl=en&rclk=1
gyms in kelowna,LiftWell Fitness & Rehabilitation,(236) 420-6032,https://www.instagram.com/liftwellkelowna/,"360 Spedding Ct #1, Kelowna, BC V1X 7K9", stars,N/A,https://www.google.com/maps/place/LiftWell+Fitness+%26+Rehabilitation/data=!4m7!3m6!1s0x537d8d74c7f3ff13:0x29ccb008c7328b10!8m2!3d49.885003!4d-119.4218333!16s%2Fg%2F11xcl8xf_r!19sChIJE__zx3SNfVMREIsyxwiwzCk?authuser=0&hl=en&rclk=1
gyms in kelowna,Preta Academy,(250) 309-8226,https://pretaacademy.ca/,"991 Ellis St, Kelowna, BC V1Y 1Z3", stars,N/A,https://www.google.com/maps/place/Preta+Academy/data=!4m7!3m6!1s0x537df3acf00f1b83:0x132d0c8595f1bbde!8m2!3d49.8973916!4d-119.4932707!16s%2Fg%2F11s46ts0kn!19sChIJgxsP8KzzfVMR3rvxlYUMLRM?authuser=0&hl=en&rclk=1
gyms in kelowna,Play OKGN Health and Fitness Coaching,(250) 550-9856,N/A,"1455 Benzer Ct, Kelowna, BC V1V 2Y1", stars,N/A,https://www.google.com/maps/place/Play+OKGN+Health+and+Fitness+Coaching/data=!4m7!3m6!1s0x537df32a58c04f3f:0xd3ffc9793b1bce99!8m2!3d49.9027599!4d-119.4666701!16s%2Fg%2F11h52rt45q!19sChIJP0_AWCrzfVMRmc4bO3nJ_9M?authuser=0&hl=en&rclk=1
gyms in kelowna,Selflovepilates,(778) 363-6728,https://www.selflovepilates.com/,"390 Holbrook Rd E, Kelowna, BC V1X 1T2", stars,N/A,https://www.google.com/maps/place/Selflovepilates/data=!4m7!3m6!1s0x537d8de1e89f7e9b:0x58971cb9d9dd99b0!8m2!3d49.885607!4d-119.3807887!16s%2Fg%2F11jrjkcrvp!19sChIJm36f6OGNfVMRsJnd2bkcl1g?authuser=0&hl=en&rclk=1
gyms in kelowna,Apm Fitness Kelowna,(250) 863-6112,http://apmfitness.net/,"1920 Kent Rd, Kelowna, BC V1Y 7S6", stars,N/A,https://www.google.com/maps/place/Apm+Fitness+Kelowna/data=!4m7!3m6!1s0x537d8d8fb5a8b3bb:0xbbfc5ee7e1bd2c4b!8m2!3d49.8788816!4d-119.4535674!16s%2Fg%2F11k4x91x6b!19sChIJu7OotY-NfVMRSyy94ede_Ls?authuser=0&hl=en&rclk=1
gyms in kelowna,Bailey Rose Training,(250) 574-8060,N/A,"3616 Granada Crescent, West Kelowna, BC V4T 1J8", stars,N/A,https://www.google.com/maps/place/Bailey+Rose+Training/data=!4m7!3m6!1s0x54820b15bd9d6fe1:0xfb7ab22b2d1b61c4!8m2!3d49.8333994!4d-119.6505825!16s%2Fg%2F11tc1rk0n9!19sChIJ4W-dvRULglQRxGEbLSuyevs?authuser=0&hl=en&rclk=1
gyms in kelowna,Body & Soul Gyms Kelowna - Health & Fitness Club 24 Hours,(250) 712-1663,http://www.bodyandsoulkelowna.com/,"2303 Leckie Rd #105, Kelowna, BC V1X 6Y5", stars,N/A,https://www.google.com/maps/place/Body+%26+Soul+Gyms+Kelowna+-+Health+%26+Fitness+Club+24+Hours/data=!4m7!3m6!1s0x537d8cce5c35df55:0x2f0360441c111bbb!8m2!3d49.8851103!4d-119.434364!16s%2Fg%2F1tjl5l8n!19sChIJVd81XM6MfVMRuxsRHERgAy8?authuser=0&hl=en&rclk=1
gyms in kelowna,NeuMovement Physiotherapy and Pilates - Glenmore,(250) 712-0678,http://www.neumovement.com/,"310, 1974 Kane Rd, Kelowna, BC V1V 0A6", stars,N/A,https://www.google.com/maps/place/NeuMovement+Physiotherapy+and+Pilates+-+Glenmore/data=!4m7!3m6!1s0x537df2e0459dadef:0x537bdc53a0643425!8m2!3d49.9147753!4d-119.4410916!16s%2Fg%2F1pztr823m!19sChIJ762dReDyfVMRJTRkoFPce1M?authuser=0&hl=en&rclk=1
gyms in kelowna,Okanagan Peak Performance Inc.,(250) 212-2972,http://www.okanaganpeak.com/,"Unit #123, 1511 Sutherland Ave, Kelowna, BC V1Y 4B3", stars,N/A,https://www.google.com/maps/place/Okanagan+Peak+Performance+Inc./data=!4m7!3m6!1s0x537d8cada4664257:0x1c6599c5311f3980!8m2!3d49.8801391!4d-119.4651067!16s%2Fg%2F1td_y883!19sChIJV0JmpK2MfVMRgDkfMcWZZRw?authuser=0&hl=en&rclk=1
gyms in kelowna,The Realm Fitness Kelowna,(250) 793-7447,http://therealmfitnesskelowna.com/,"2544 Enterprise Way #201, Kelowna, BC V1X 7X5", stars,N/A,https://www.google.com/maps/place/The+Realm+Fitness+Kelowna/data=!4m7!3m6!1s0x537d8d8e687d6b97:0xf09c6c09bcf69c5a!8m2!3d49.8881659!4d-119.4294849!16s%2Fg%2F11s4zjt33k!19sChIJl2t9aI6NfVMRWpz2vAlsnPA?authuser=0&hl=en&rclk=1
gyms in kelowna,Jazzercise,(250) 718-9929,https://www.jazzercise.ca/studio/can/west-kelowna,"1515 Westgate Rd #17, West Kelowna, BC V1Z 3X4", stars,N/A,https://www.google.com/maps/place/Jazzercise/data=!4m7!3m6!1s0x537df54865630aef:0xeafb4a6ed846ebed!8m2!3d49.8622593!4d-119.5792728!16s%2Fg%2F11n__wrtbb!19sChIJ7wpjZUj1fVMR7etG2G5K--o?authuser=0&hl=en&rclk=1
gyms in kelowna,Kelowna Fit,(250) 733-0087,N/A,"1088 Sunset Dr #542, Kelowna, BC V1Y 9W1", stars,N/A,https://www.google.com/maps/place/Kelowna+Fit/data=!4m7!3m6!1s0x537df346c7cbfad5:0x359a926d10a52e9c!8m2!3d49.8954663!4d-119.4989601!16s%2Fg%2F11rfrxpdm5!19sChIJ1frLx0bzfVMRnC6lEG2SmjU?authuser=0&hl=en&rclk=1
gyms in kelowna,Airhouse Kelowna,(778) 753-1000,https://airhouse.ca/kelowna,"730 McCurdy Rd, Kelowna, BC V1X 2P7", stars,N/A,https://www.google.com/maps/place/Airhouse+Kelowna/data=!4m7!3m6!1s0x537d8dc27652044b:0x525ddee1d298e62f!8m2!3d49.9016126!4d-119.4004125!16s%2Fg%2F11gj_jwlf7!19sChIJSwRSdsKNfVMRL-aY0uHeXVI?authuser=0&hl=en&rclk=1
gyms in kelowna,Great Way Martial Arts,(250) 762-4754,http://www.greatwayma.ca/,"2243A Leckie Rd, Kelowna, BC V1X 6Y5", stars,N/A,https://www.google.com/maps/place/Great+Way+Martial+Arts/data=!4m7!3m6!1s0x537d8cce88624fa5:0x663ca65cf8d2931d!8m2!3d49.8853875!4d-119.4361758!16s%2Fg%2F1v8gbq3g!19sChIJpU9iiM6MfVMRHZPS-FymPGY?authuser=0&hl=en&rclk=1
gyms in kelowna,Chris Foreman Fitness,(250) 575-4634,N/A,"2301 Carrington Rd, West Kelowna, BC V4T 0E2", stars,N/A,https://www.google.com/maps/place/Chris+Foreman+Fitness/data=!4m7!3m6!1s0x548275f9dae41797:0x3406bf51f9d9470c!8m2!3d49.8300572!4d-119.6201437!16s%2Fg%2F11lcndrjzz!19sChIJlxfk2vl1glQRDEfZ-VG_BjQ?authuser=0&hl=en&rclk=1
gyms in kelowna,Kettle Valley Fitness,(250) 764-0476,https://www.kettlevalleyfitness.com/,"#100, 5309 Main St, Kelowna, BC V1W 4V3", stars,N/A,https://www.google.com/maps/place/Kettle+Valley+Fitness/data=!4m7!3m6!1s0x537d8a105a0f82bf:0x214a1738f0a8d2d7!8m2!3d49.7944113!4d-119.511865!16s%2Fg%2F1tdp992_!19sChIJv4IPWhCKfVMR19Ko8DgXSiE?authuser=0&hl=en&rclk=1
gyms in kelowna,Beyond The Crux Climbing Gym Inc.,(778) 753-2245,http://www.beyondthecrux.info/,"685 Finns Rd #5, Kelowna, BC V1X 5B7", stars,N/A,https://www.google.com/maps/place/Beyond+The+Crux+Climbing+Gym+Inc./data=!4m7!3m6!1s0x537d8ccde84cd759:0x585503a5cb9fe4b6!8m2!3d49.9076927!4d-119.3991285!16s%2Fg%2F1w_vmywq!19sChIJWddM6M2MfVMRtuSfy6UDVVg?authuser=0&hl=en&rclk=1
gyms in kelowna,Pranify Yoga Kelowna,(778) 478-0933,https://pranifyyoga.com/kelowna,"2900 Pandosy St #206, Kelowna, BC V1Y 1V9", stars,N/A,https://www.google.com/maps/place/Pranify+Yoga+Kelowna/data=!4m7!3m6!1s0x537d8b45fcc72f8d:0xec75a7ea7f35dc1c!8m2!3d49.8644897!4d-119.4917625!16s%2Fg%2F1tgfd0th!19sChIJjS_H_EWLfVMRHNw1f-qndew?authuser=0&hl=en&rclk=1
gyms in kelowna,STRONG Pilates Kelowna,(778) 750-7816,https://strongpilates.ca/location/Kelowna/,"889 Vaughan Ave #101, Kelowna, BC V1Y 0H8", stars,N/A,https://www.google.com/maps/place/STRONG+Pilates+Kelowna/data=!4m7!3m6!1s0x537df3a7e593afe9:0x90eba72ee3436e36!8m2!3d49.8942615!4d-119.4840999!16s%2Fg%2F11lmmfnsr0!19sChIJ6a-T5afzfVMRNm5D4y6n65A?authuser=0&hl=en&rclk=1
gyms in kelowna,Peak Aerial Fitness,(250) 878-9643,http://peakaerialfitness.com/,"1625 Dilworth Dr Unit 208, Kelowna, BC V1Y 7V3", stars,N/A,https://www.google.com/maps/place/Peak+Aerial+Fitness/data=!4m7!3m6!1s0x537d8d4543d1f003:0xaa738dc77d8bd2f6!8m2!3d49.8843567!4d-119.4365189!16s%2Fg%2F11nn57wdqx!19sChIJA_DRQ0WNfVMR9tKLfceNc6o?authuser=0&hl=en&rclk=1
gyms in kelowna,Mike's Bootcamp Inc,(778) 215-8348,http://mikesbootcampinc.com/,"1855 Kirschner Rd, Kelowna, BC V1Y 4N7", stars,N/A,https://www.google.com/maps/place/Mike%27s+Bootcamp+Inc/data=!4m7!3m6!1s0x537d8cb22cb24a91:0xfee2691fa474bd14!8m2!3d49.8795672!4d-119.457247!16s%2Fg%2F1ptxt756s!19sChIJkUqyLLKMfVMRFL10pB9p4v4?authuser=0&hl=en&rclk=1
gyms in kelowna,Club Pilates,(778) 946-0009,https://www.clubpilates.com/kelowna/?utm_source=google.com&utm_medium=referral&utm_campaign=yext,"1455 Harvey Ave, Kelowna, BC V1Y 6E9", stars,N/A,https://www.google.com/maps/place/Club+Pilates/data=!4m7!3m6!1s0x537d8d2ff4253af1:0x96ad7842d3fb2163!8m2!3d49.8812782!4d-119.4676119!16s%2Fg%2F11flr5pvqm!19sChIJ8Tol9C-NfVMRYyH700J4rZY?authuser=0&hl=en&rclk=1
gyms in kelowna,Kelowna Cheer Athletics,(19),https://www.kelownacheerathletics.com/,"Spedding Ct, Kelowna, BC V1X 7H1", stars,N/A,https://www.google.com/maps/place/Kelowna+Cheer+Athletics/data=!4m7!3m6!1s0x537d8d005d25a3d1:0xbab153851f92a0ac!8m2!3d49.8856586!4d-119.4218568!16s%2Fg%2F11vwt0j8f0!19sChIJ0aMlXQCNfVMRrKCSH4VTsbo?authuser=0&hl=en&rclk=1
gyms in kelowna,Leslie Park Fitness and Exercise Rehabilitation,(250) 859-2527,https://www.facebook.com/Leslie-Park-Fitness-and-Exercise-Rehabilitation-372421116227329/,"120-1979 Windsor Rd, Kelowna, BC V1Y 4R5", stars,N/A,https://www.google.com/maps/place/Leslie+Park+Fitness+and+Exercise+Rehabilitation/data=!4m7!3m6!1s0x537d8cb6e9955555:0xfd3f83aa63ab3d40!8m2!3d49.8803395!4d-119.4506968!16s%2Fg%2F11c5wq16cm!19sChIJVVWV6baMfVMRQD2rY6qDP_0?authuser=0&hl=en&rclk=1
gyms in kelowna,Anytime Fitness,(778) 392-3767,https://www.anytimefitness.ca/gyms/3667/kelowna-bc-v1x-8a9/?utm_source=google&utm_medium=organic-businesslisting&utm_campaign=gbp-listing&utm_content=3667,"1677 Commerce Ave #110, Kelowna, BC V1X 8A9", stars,N/A,https://www.google.com/maps/place/Anytime+Fitness/data=!4m7!3m6!1s0x537d8d2a4191edd9:0x5e38e6efb084a15a!8m2!3d49.8933002!4d-119.4172152!16s%2Fg%2F1q66rm4lg!19sChIJ2e2RQSqNfVMRWqGEsO_mOF4?authuser=0&hl=en&rclk=1
gyms in kelowna,Kelowna Bootcamp,(778) 478-3400,https://kelownabootcamp.com/,"1845 Spall Rd, Kelowna, BC V1Y 4R2", stars,N/A,https://www.google.com/maps/place/Kelowna+Bootcamp/data=!4m7!3m6!1s0x537d8cb1455e100b:0x128984cfe4080399!8m2!3d49.8801874!4d-119.4540996!16s%2Fg%2F11bw61xcbp!19sChIJCxBeRbGMfVMRmQMI5M-EiRI?authuser=0&hl=en&rclk=1
gyms in kelowna,Johnson Bentley Memorial Aquatic Centre,(778) 797-7665,http://www.westkelownacity.ca/pool,"3737 Old Okanagan Hwy, West Kelowna, BC V4T 2H6", stars,N/A,https://www.google.com/maps/place/Johnson+Bentley+Memorial+Aquatic+Centre/data=!4m7!3m6!1s0x5482753a78998c4f:0x44b4b6fc305aaea9!8m2!3d49.8267704!4d-119.624261!16s%2Fg%2F1tfkf87z!19sChIJT4yZeDp1glQRqa5aMPy2tEQ?authuser=0&hl=en&rclk=1
gyms in kelowna,F,(250) 740-5174,N/A,"2476 Westlake Rd #100, West Kelowna, BC V1Z 2V2", stars,N/A,https://www.google.com/maps/place/F/data=!4m7!3m6!1s0x537df5b98219cd2b:0x9830962e35ecb8fb!8m2!3d49.8667894!4d-119.5673901!16s%2Fg%2F11g2zghdty!19sChIJK80Zgrn1fVMR-7jsNS6WMJg?authuser=0&hl=en&rclk=1
gyms in kelowna,Gracie Barra Kelowna,(604) 780-8319,https://www.gbkelowna.ca/,"2333 Hunter Rd #101, Kelowna, BC V1X 7C5", stars,N/A,https://www.google.com/maps/place/Gracie+Barra+Kelowna/data=!4m7!3m6!1s0x537d8d63f978dbb7:0xd8c008045d7c58c6!8m2!3d49.8864037!4d-119.4329347!16s%2Fg%2F11vdntdmny!19sChIJt9t4-WONfVMRxlh8XQQIwNg?authuser=0&hl=en&rclk=1
gyms in kelowna,30 Minute Hit,(778) 484-3064,https://www.30minutehit.com/locations/gym/kelowna-kickboxing-boxing-fitness.html,"1550 Harvey Ave, Kelowna, BC V1Y 6G2", stars,N/A,https://www.google.com/maps/place/30+Minute+Hit/data=!4m7!3m6!1s0x537df4af5eda0ff5:0xddb29b4acb9b8346!8m2!3d49.882231!4d-119.464223!16s%2Fg%2F1pzv50xg1!19sChIJ9Q_aXq_0fVMRRoOby0qbst0?authuser=0&hl=en&rclk=1
gyms in kelowna,Gneiss Climbing - Hill Security,(250) 864-2544,http://gneissclimbing.com/,"740 Vaughan Ave #101, Kelowna, BC V1Y 7E4", stars,N/A,https://www.google.com/maps/place/Gneiss+Climbing+-+Hill+Security/data=!4m7!3m6!1s0x537df3df4ec0fd1f:0xa45368071f436668!8m2!3d49.8951611!4d-119.4872142!16s%2Fg%2F11p64hf0l0!19sChIJH_3ATt_zfVMRaGZDHwdoU6Q?authuser=0&hl=en&rclk=1
gyms in kelowna,The Hangar Fitness and Wellness Centre,(250) 807-9200,http://camprec.ok.ubc.ca/fitness.html,"3211 Athletics Ct, Kelowna, BC V1V 1V7", stars,N/A,https://www.google.com/maps/place/The+Hangar+Fitness+and+Wellness+Centre/data=!4m7!3m6!1s0x537df2828f055a85:0x8b5c118b3bc76788!8m2!3d49.9385337!4d-119.3974498!16s%2Fg%2F12m99_3wz!19sChIJhVoFj4LyfVMRiGfHO4sRXIs?authuser=0&hl=en&rclk=1
gyms in kelowna,Energyplex - Entertainment Centre Kelowna,(250) 765-4486,http://www.energyplex.ca/,"948 McCurdy Rd #130, Kelowna, BC V1X 2P7", stars,N/A,https://www.google.com/maps/place/Energyplex+-+Entertainment+Centre+Kelowna/data=!4m7!3m6!1s0x537df2cce9ed7cb3:0xb5414e924e12ae38!8m2!3d49.9014447!4d-119.4061875!16s%2Fg%2F1w0h75ld!19sChIJs3zt6czyfVMROK4STpJOQbU?authuser=0&hl=en&rclk=1
gyms in kelowna,Quest Martial Arts Academy,(250) 869-0111,https://www.kelownamartialarts.com/,"Unit 209, 1891 Springfield Rd, Kelowna, BC V1Y 5V5", stars,N/A,https://www.google.com/maps/place/Quest+Martial+Arts+Academy/data=!4m7!3m6!1s0x537d8cce628e1761:0x102e817079d985f7!8m2!3d49.8758078!4d-119.4551279!16s%2Fg%2F1tdp4qnn!19sChIJYReOYs6MfVMR94XZeXCBLhA?authuser=0&hl=en&rclk=1
gyms in kelowna,Community Athletics,(250) 869-5100,http://www.communityathletics.ca/,"1940 Kirschner Rd, Kelowna, BC V1Y 4N6", stars,N/A,https://www.google.com/maps/place/Community+Athletics/data=!4m7!3m6!1s0x537d8cb19542f713:0x650b4edf6c794af!8m2!3d49.878734!4d-119.4584936!16s%2Fg%2F11b5wnj3x8!19sChIJE_dClbGMfVMRr5TH9u20UAY?authuser=0&hl=en&rclk=1
gyms in kelowna,Team Fitness Personal Training - Kelowna,(236) 361-3826,http://www.teamfitnessbc.com/,"2725 Tutt St, Kelowna, BC V1Y 0G1", stars,N/A,https://www.google.com/maps/place/Team+Fitness+Personal+Training+-+Kelowna/data=!4m7!3m6!1s0x537d8cb215228c23:0xfafe6f70348cceaa!8m2!3d49.8657845!4d-119.489558!16s%2Fg%2F1tcwl79j!19sChIJI4wiFbKMfVMRqs6MNHBv_vo?authuser=0&hl=en&rclk=1
gyms in kelowna,F45 Training Kelowna,(778) 760-0360,https://f45training.com/ca/studio/kelowna/,"1455 Harvey Ave #7, Kelowna, BC V1Y 6E9", stars,N/A,https://www.google.com/maps/place/F45+Training+Kelowna/data=!4m7!3m6!1s0x537d8cad1a306a39:0x3c3efbad1247d039!8m2!3d49.8812782!4d-119.4676119!16s%2Fg%2F11hcj_mmqf!19sChIJOWowGq2MfVMROdBHEq37Pjw?authuser=0&hl=en&rclk=1
gyms in kelowna,Rocky Mountain Fitness Kelowna,(250) 861-8868,https://www.rmfitness.com/,"130-, 1876 Cooper Rd, Kelowna, BC V1Y 9N6", stars,N/A,https://www.google.com/maps/place/Rocky+Mountain+Fitness+Kelowna/data=!4m7!3m6!1s0x537d8cb7be503751:0xa1815766036b5727!8m2!3d49.879351!4d-119.445495!16s%2Fg%2F1tdfmyxb!19sChIJUTdQvreMfVMRJ1drA2ZXgaE?authuser=0&hl=en&rclk=1
gyms in kelowna,OneLife Health + Wellness Ltd. - Kelowna Gym & Personal Trainers,(236) 361-3306,http://1-life.ca/,"1-360 Spedding Ct, Kelowna, BC V1X 7K9", stars,N/A,https://www.google.com/maps/place/OneLife+Health+%2B+Wellness+Ltd.+-+Kelowna+Gym+%26+Personal+Trainers/data=!4m7!3m6!1s0x537d8cb729fd0aa5:0xefaca036a048d6d1!8m2!3d49.8851534!4d-119.4216174!16s%2Fg%2F1tc_w8bf!19sChIJpQr9KbeMfVMR0dZIoDagrO8?authuser=0&hl=en&rclk=1
