Keyword,Name,Phone,Website,Address,Rating,Category,GoogleMapsURL
gyms in kelowna,Gneiss Climbing - OG BANKS,(778) 821-9272,http://gneissclimbing.com/,"430 Banks Rd #101, Kelowna, BC V1X 6A3", stars,N/A,https://www.google.com/maps/place/Gneiss+Climbing+-+OG+BANKS/data=!4m7!3m6!1s0x537d8cd09d03586d:0xb24cb027763406fa!8m2!3d49.8842556!4d-119.423264!16s%2Fg%2F11bx9x_7td!19sChIJbVgDndCMfVMR-gY0diewTLI?authuser=0&hl=en&rclk=1
gyms in kelowna,Pacific Top Team Martial Arts Kelowna,(250) 307-6667,http://pttkelowna.com/,"Unit #100, 1835 Gordon Dr, Kelowna, BC V1Y 3H5", stars,N/A,https://www.google.com/maps/place/Pacific+Top+Team+Martial+Arts+Kelowna/data=!4m7!3m6!1s0x537d8cb467cf813b:0xbdec6d0ce14d357b!8m2!3d49.8825357!4d-119.4754518!16s%2Fg%2F1pty_n3dq!19sChIJO4HPZ7SMfVMRezVN4Qxt7L0?authuser=0&hl=en&rclk=1
gyms in kelowna,Komodo Fitness LTD,(778) 789-2279,http://komodofitness.ca/,"451 Adams Rd #4, Kelowna, BC V1X 7S3", stars,N/A,https://www.google.com/maps/place/Komodo+Fitness+LTD/data=!4m7!3m6!1s0x537df358e5e909c3:0x9daa48f7a30a2fae!8m2!3d49.925391!4d-119.387859!16s%2Fg%2F11n8y2w60j!19sChIJwwnp5VjzfVMRri8Ko_dIqp0?authuser=0&hl=en&rclk=1
gyms in kelowna,Kelowna Downtown YMCA,(250) 491-9622,https://www.ymcasibc.ca/Locations/Kelowna-Downtown-Y,"505 Doyle Ave #1011, Kelowna, BC V1Y 6V8", stars,N/A,https://www.google.com/maps/place/Kelowna+Downtown+YMCA/data=!4m7!3m6!1s0x537df4a78c5c6a5b:0xfe617198d0d64d69!8m2!3d49.8888015!4d-119.4922943!16s%2Fg%2F11c80k2nhg!19sChIJW2pcjKf0fVMRaU3W0JhxYf4?authuser=0&hl=en&rclk=1
gyms in kelowna,StableBody Fitness,(54),http://stablebody.ca/,"1505 Harvey Ave #103, Kelowna, BC V1Y 8R4", stars,N/A,https://www.google.com/maps/place/StableBody+Fitness/data=!4m7!3m6!1s0x537df5d7f9cf4aa1:0x9361eee9406ed474!8m2!3d49.8814486!4d-119.4654274!16s%2Fg%2F11h6ltrhms!19sChIJoUrP-df1fVMRdNRuQOnuYZM?authuser=0&hl=en&rclk=1
gyms in kelowna,OC Fitness,(778) 652-3587,https://ocfitness.ca/,"648 Cook Rd, Kelowna, BC V1W 3G7", stars,N/A,https://www.google.com/maps/place/OC+Fitness/data=!4m7!3m6!1s0x537d8b0e6873e7a3:0x22db449990d1c54d!8m2!3d49.8458842!4d-119.4870263!16s%2Fg%2F11byx893tc!19sChIJo-dzaA6LfVMRTcXRkJlE2yI?authuser=0&hl=en&rclk=1
gyms in kelowna,Abstract Fitness,(250) 215-6612,http://abstractfitness.ca/,N/A, stars,N/A,https://www.google.com/maps/place/Abstract+Fitness/data=!4m7!3m6!1s0x537d8cb8e598b4ff:0x1fa86dc5ba60b17e!8m2!3d49.9529595!4d-119.4286406!16s%2Fg%2F11cm09lf8g!19sChIJ_7SY5biMfVMRfrFgusVtqB8?authuser=0&hl=en&rclk=1
gyms in kelowna,Kelowna Yoga House,(250) 862-4906,http://www.kelownayogahouse.org/,"1272 St Paul St, Kelowna, BC V1Y 2C9", stars,N/A,https://www.google.com/maps/place/Kelowna+Yoga+House/data=!4m7!3m6!1s0x537df358c5501ba1:0x17935d7076280d5c!8m2!3d49.8923244!4d-119.4922025!16s%2Fg%2F1tcz_5v4!19sChIJoRtQxVjzfVMRXA0odnBdkxc?authuser=0&hl=en&rclk=1
gyms in kelowna,PACE Spin Studio,(778) 932-7223,http://www.pacespinstudio.com/,"1717 Harvey Ave #5, Kelowna, BC V1Y 6G3", stars,N/A,https://www.google.com/maps/place/PACE+Spin+Studio/data=!4m7!3m6!1s0x537d8dd857cce5ed:0x6fe1433ead019a41!8m2!3d49.8814328!4d-119.4599804!16s%2Fg%2F11hz3j2jhf!19sChIJ7eXMV9iNfVMRQZoBrT5D4W8?authuser=0&hl=en&rclk=1
gyms in kelowna,Aesthetic Nation Gym,(250) 769-5117,https://www.aestheticnationgym.ca/,"1979 Old Okanagan Hwy, West Kelowna, BC V4T 3A4", stars,N/A,https://www.google.com/maps/place/Aesthetic+Nation+Gym/data=!4m7!3m6!1s0x537df5822976d11d:0xa32c5cc5f0a31d67!8m2!3d49.8500947!4d-119.599772!16s%2Fg%2F11qyhlgpqr!19sChIJHdF2KYL1fVMRZx2j8MVcLKM?authuser=0&hl=en&rclk=1
gyms in kelowna,Precision Fitness and Nutrition,(250) 300-3240,http://www.precisionfitnessandnutrition.com/,"893 Stevenson Rd, West Kelowna, BC V1Z 1N3", stars,N/A,https://www.google.com/maps/place/Precision+Fitness+and+Nutrition/data=!4m7!3m6!1s0x537d8b04e64bd3df:0x2d2360ef940b7b70!8m2!3d49.8586056!4d-119.5519596!16s%2Fg%2F11gh_fxnp4!19sChIJ39NL5gSLfVMRcHsLlO9gIy0?authuser=0&hl=en&rclk=1
gyms in kelowna,Thistletown Boxing Club,(250) 859-4660,N/A,"1086 Gordon Dr, Kelowna, BC V1Y 4J9", stars,N/A,https://www.google.com/maps/place/Thistletown+Boxing+Club/data=!4m7!3m6!1s0x537df35e025b8849:0x2772f7ba2d858656!8m2!3d49.8960587!4d-119.477293!16s%2Fg%2F1v2kx393!19sChIJSYhbAl7zfVMRVoaFLbr3cic?authuser=0&hl=en&rclk=1
gyms in kelowna,Okanagan Gymnastics Centre,(250) 765-0888,https://www.okanagangymnastics.com/,"365 Hartman Rd, Kelowna, BC V1X 2M9", stars,N/A,https://www.google.com/maps/place/Okanagan+Gymnastics+Centre/data=!4m7!3m6!1s0x537d8d49347eab2b:0xf1e894cb2218798c!8m2!3d49.8989641!4d-119.3812417!16s%2Fg%2F1tcz7_pb!19sChIJK6t-NEmNfVMRjHkYIsuU6PE?authuser=0&hl=en&rclk=1
gyms in kelowna,Mission Fitness,(250) 764-3189,http://www.mission-fitness.ca/,"4105 Gordon Dr, Kelowna, BC V1W 4Z1", stars,N/A,https://www.google.com/maps/place/Mission+Fitness/data=!4m7!3m6!1s0x537d8b09b4c15693:0x553f29af0b4796df!8m2!3d49.8357276!4d-119.480133!16s%2Fg%2F11b5qrgjbv!19sChIJk1bBtAmLfVMR35ZHC68pP1U?authuser=0&hl=en&rclk=1
gyms in kelowna,CrossFit Okanagan,(250) 859-1313,https://www.crossfitokanagan.com/,"1040 Richter St, Kelowna, BC V1Y 2K5", stars,N/A,https://www.google.com/maps/place/CrossFit+Okanagan/data=!4m7!3m6!1s0x537df35c4a577f0b:0xac77553aa5a67574!8m2!3d49.8964825!4d-119.4888349!16s%2Fg%2F12hs7zvwq!19sChIJC39XSlzzfVMRdHWmpTpVd6w?authuser=0&hl=en&rclk=1
gyms in kelowna,TWP Fitness,(250) 762-7255,https://www.twpfitness.com/,"109-1851 Kirschner Rd, Kelowna, BC V1Y 4N7", stars,N/A,https://www.google.com/maps/place/TWP+Fitness/data=!4m7!3m6!1s0x537d8cb040653dc7:0xe3344c495bcaf106!8m2!3d49.880368!4d-119.457326!16s%2Fg%2F1td3fq2g!19sChIJxz1lQLCMfVMRBvHKW0lMNOM?authuser=0&hl=en&rclk=1
gyms in kelowna,Next Level Performance,(250) 878-7105,http://www.nlpfitness.ca/,"2263 Leckie Rd, Kelowna, BC V1X 6Y5", stars,N/A,https://www.google.com/maps/place/Next+Level+Performance/data=!4m7!3m6!1s0x537d8cce89d6df2f:0x1d2c9aefc8966b35!8m2!3d49.8853715!4d-119.4359603!16s%2Fg%2F11c5bjhgk_!19sChIJL9_Wic6MfVMRNWuWyO-aLB0?authuser=0&hl=en&rclk=1
gyms in kelowna,Thrive Kelowna Fitness & Performance,(587) 228-8331,http://www.thrivekelowna.ca/,"1641 Commerce Ave #103, Kelowna, BC V1X 8A9", stars,N/A,https://www.google.com/maps/place/Thrive+Kelowna+Fitness+%26+Performance/data=!4m7!3m6!1s0x537d8d8bf7d2b9fb:0x17b3c3b83ef182ab!8m2!3d49.8934928!4d-119.419343!16s%2Fg%2F11szp05b6p!19sChIJ-7nS94uNfVMRq4LxPrjDsxc?authuser=0&hl=en&rclk=1
gyms in kelowna,Orangetheory Fitness,(250) 860-6888,https://www.orangetheory.com/en-ca/locations/british-columbia/kelowna/115-590-klo-road/,"590 K. L. O. Rd #115, Kelowna, BC V1Y 7S2", stars,N/A,https://www.google.com/maps/place/Orangetheory+Fitness/data=!4m7!3m6!1s0x537d8b469cfa412f:0x72eb9793f513c6da!8m2!3d49.8621757!4d-119.4903741!16s%2Fg%2F11cn9pk8wj!19sChIJL0H6nEaLfVMR2sYT9ZOX63I?authuser=0&hl=en&rclk=1
gyms in kelowna,Suka Fit,(778) 754-7155,https://suka.fit/,"2231 Louie Dr Unit 103, Westbank, BC V4T 3K3", stars,N/A,https://www.google.com/maps/place/Suka+Fit/data=!4m7!3m6!1s0x548275a4872cdc33:0x2cffc78ac69da885!8m2!3d49.8374474!4d-119.6156639!16s%2Fg%2F11l2d7y5gb!19sChIJM9wsh6R1glQRhaidxorH_yw?authuser=0&hl=en&rclk=1
gyms in kelowna,REC Fitness,(250) 215-7060,http://sweatatrec.ca/,"880 Clement Ave #202, Kelowna, BC V1Y 0H8", stars,N/A,https://www.google.com/maps/place/REC+Fitness/data=!4m7!3m6!1s0x537df358b284afeb:0x6799adecc0df42bc!8m2!3d49.8937641!4d-119.4842688!16s%2Fg%2F1tkktj_g!19sChIJ66-EsljzfVMRvELfwOytmWc?authuser=0&hl=en&rclk=1
gyms in kelowna,CrossFit FYP,(250) 808-5815,http://crossfitfyp.com/,"710 Stremel Rd #2, Kelowna, BC V1X 5E7", stars,N/A,https://www.google.com/maps/place/CrossFit+FYP/data=!4m7!3m6!1s0x537df329727e3e1d:0x4fd2e684d614ec7!8m2!3d49.9048607!4d-119.3989567!16s%2Fg%2F11h_v16jbq!19sChIJHT5-cinzfVMRx05hTWgu_QQ?authuser=0&hl=en&rclk=1
gyms in kelowna,SSC Fitness (Strong Stretched Centered),(250) 661-5911,http://sscfitness.com/,"815 Vaughan Ave #102, Kelowna, BC V1Y 7C9", stars,N/A,https://www.google.com/maps/place/SSC+Fitness+%28Strong+Stretched+Centered%29/data=!4m7!3m6!1s0x537df3ae846c97e9:0x2b8cd7836ed4d6eb!8m2!3d49.894327!4d-119.4856043!16s%2Fg%2F11p5lrw7__!19sChIJ6ZdshK7zfVMR69bUboPXjCs?authuser=0&hl=en&rclk=1
gyms in kelowna,Anytime Fitness West Kelowna,(778) 392-3723,https://www.anytimefitness.com/gyms/3746/West-Kelowna-BC-V4T-2E9/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=3746,"2475 Dobbin Rd #24, West Kelowna, BC V4T 2E9", stars,N/A,https://www.google.com/maps/place/Anytime+Fitness+West+Kelowna/data=!4m7!3m6!1s0x548275301bbeb927:0x326676439142cd6e!8m2!3d49.827543!4d-119.6286658!16s%2Fg%2F11bw6dgsqc!19sChIJJ7m-GzB1glQRbs1CkUN2ZjI?authuser=0&hl=en&rclk=1
gyms in kelowna,Parkinson Recreation Centre,(250) 469-8800,https://www.kelowna.ca/parks-recreation/recreation-facilities/parkinson-recreation-centre-0,"1800 Parkinson Way, Kelowna, BC V1Y 4P9", stars,N/A,https://www.google.com/maps/place/Parkinson+Recreation+Centre/data=!4m7!3m6!1s0x537d8cb373b8ae5f:0x8c47c09af50bb7bd!8m2!3d49.8833095!4d-119.4580493!16s%2Fg%2F11g8kw733w!19sChIJX664c7OMfVMRvbcL9ZrAR4w?authuser=0&hl=en&rclk=1
gyms in kelowna,West Kelowna CrossFit,(48),http://www.westkelownacrossfit.ca/,"2648 Kyle Rd #109, West Kelowna, BC V1Z 2N1", stars,N/A,https://www.google.com/maps/place/West+Kelowna+CrossFit/data=!4m7!3m6!1s0x537df5486fb8d8cb:0xcfb246fcae48f891!8m2!3d49.8613166!4d-119.5939178!16s%2Fg%2F11bw5t6p25!19sChIJy9i4b0j1fVMRkfhIrvxGss8?authuser=0&hl=en&rclk=1
gyms in kelowna,New Level Grappling Academy,(250) 215-4758,N/A,"1735 Dolphin Ave #140, Kelowna, BC V1Y 8A6", stars,N/A,https://www.google.com/maps/place/New+Level+Grappling+Academy/data=!4m7!3m6!1s0x537d8cb1ef59fde5:0x2c16f1d303866889!8m2!3d49.8786265!4d-119.4596133!16s%2Fg%2F1tdgv1sk!19sChIJ5f1Z77GMfVMRiWiGA9PxFiw?authuser=0&hl=en&rclk=1
gyms in kelowna,Alliance Jiu-Jitsu - Kelowna,(250) 460-2558,https://www.alliancekelowna.com/,"1854 Kirschner Rd #110, Kelowna, BC V1Y 4N7", stars,N/A,https://www.google.com/maps/place/Alliance+Jiu-Jitsu+-+Kelowna/data=!4m7!3m6!1s0x548289e8f0f1a799:0x95329bc8fd2bacf2!8m2!3d49.8800551!4d-119.4588785!16s%2Fg%2F1th282bq!19sChIJmafx8OiJglQR8qwr_cibMpU?authuser=0&hl=en&rclk=1
gyms in kelowna,Vikings Weightlifting Club,(250) 766-5438,https://vikingweightlifting.com/viking-weightlifting-club/,"2600 Acland Rd #18, Kelowna, BC V1X 7J3", stars,N/A,https://www.google.com/maps/place/Vikings+Weightlifting+Club/data=!4m7!3m6!1s0x537df2a1323a78ed:0xe4355aecde1fea38!8m2!3d49.9232079!4d-119.3847457!16s%2Fg%2F11ddx1tcgc!19sChIJ7Xg6MqHyfVMROOof3uxaNeQ?authuser=0&hl=en&rclk=1
gyms in kelowna,Simply Core Fit - Dawn Joseph,(604) 369-4612,http://simplycorefit.com/,"3320 Richter St Unit 101-B, Kelowna, BC V1W 5J9", stars,N/A,https://www.google.com/maps/place/Simply+Core+Fit+-+Dawn+Joseph/data=!4m7!3m6!1s0x537d8b736acaa635:0xf15f3f2f7e27f71!8m2!3d49.8576834!4d-119.4897777!16s%2Fg%2F11hdn2z_jd!19sChIJNabKanOLfVMRcX_i9_LzFQ8?authuser=0&hl=en&rclk=1
gyms in kelowna,Temenos Athletics,(778) 821-2721,http://temenosathletics.com/,"1155 St Paul St, Kelowna, BC V1Y 2C6", stars,N/A,https://www.google.com/maps/place/Temenos+Athletics/data=!4m7!3m6!1s0x537df35ec2e55043:0x8b6c6542d7726806!8m2!3d49.8944389!4d-119.4917075!16s%2Fg%2F1tz7125t!19sChIJQ1Dlwl7zfVMRBmhy10JlbIs?authuser=0&hl=en&rclk=1
gyms in kelowna,Viala Training,(306) 930-6910,http://vialatraining.com/,"1304 Water St, Kelowna, BC V1Y 9P4", stars,N/A,https://www.google.com/maps/place/Viala+Training/data=!4m7!3m6!1s0x537d8cb29bd18573:0xb0cda12d515b4158!8m2!3d49.8918287!4d-119.4968291!16s%2Fg%2F11gg9cqqn0!19sChIJc4XRm7KMfVMRWEFbUS2hzbA?authuser=0&hl=en&rclk=1
gyms in kelowna,Anytime Fitness,(236) 420-0443,https://www.anytimefitness.ca/gyms/4559/kelowna-bc-v1y-6n7/,"454 Bernard Ave, Kelowna, BC V1Y 6N7", stars,N/A,https://www.google.com/maps/place/Anytime+Fitness/data=!4m7!3m6!1s0x537df5ad4884967d:0x248941d3b4fab209!8m2!3d49.8866539!4d-119.4941273!16s%2Fg%2F11q4k23wj_!19sChIJfZaESK31fVMRCbL6tNNBiSQ?authuser=0&hl=en&rclk=1
gyms in kelowna,Mad Katz Boxing,(250) 859-1397,http://madkatz.ca/,"1934 Evergreen Ct #3, Kelowna, BC V1Y 0L3", stars,N/A,https://www.google.com/maps/place/Mad+Katz+Boxing/data=!4m7!3m6!1s0x537d8d71ed0d2e69:0x690ba8d7d2596f5a!8m2!3d49.8790213!4d-119.4516008!16s%2Fg%2F11s3zx5hbp!19sChIJaS4N7XGNfVMRWm9Z0teoC2k?authuser=0&hl=en&rclk=1
gyms in kelowna,Synergy Gymnastics Centre,(250) 300-1546,http://www.synergygymkel.com/,"1979 Windsor Rd #160, Kelowna, BC V1Y 4R7", stars,N/A,https://www.google.com/maps/place/Synergy+Gymnastics+Centre/data=!4m7!3m6!1s0x537d8d722ffb3dc5:0x3abba60f01fc17c8!8m2!3d49.8800529!4d-119.4512646!16s%2Fg%2F11fhqrtg_h!19sChIJxT37L3KNfVMRyBf8AQ-muzo?authuser=0&hl=en&rclk=1
gyms in kelowna,Pacific Top Team West Kelowna,(250) 864-7884,http://pttwestkelowna.com/,"1760 Byland Rd #2, West Kelowna, BC V4T 3C3", stars,N/A,https://www.google.com/maps/place/Pacific+Top+Team+West+Kelowna/data=!4m7!3m6!1s0x54827531b0985615:0xbf74c1e7bcb5a3dc!8m2!3d49.8608885!4d-119.5899541!16s%2Fg%2F11dyx904nk!19sChIJFVaYsDF1glQR3KO1vOfBdL8?authuser=0&hl=en&rclk=1
gyms in kelowna,Top Notch Muay Thai & Kickboxing,(16),https://topnotchmuaythai.com/,"3677 BC-97 #107, Kelowna, BC V1X 5C3", stars,N/A,https://www.google.com/maps/place/Top+Notch+Muay+Thai+%26+Kickboxing/data=!4m7!3m6!1s0x537df3756bf9cad3:0xf98fd60dd0d52b0e!8m2!3d49.9154585!4d-119.3900181!16s%2Fg%2F11k4y7rp5_!19sChIJ08r5a3XzfVMRDivV0A3Wj_k?authuser=0&hl=en&rclk=1
gyms in kelowna,STAXX Strength Studios,(250) 870-1634,http://staxxstrengthstudios.ca/,"1447 Ellis St #101, Kelowna, BC V1Y 2A3", stars,N/A,https://www.google.com/maps/place/STAXX+Strength+Studios/data=!4m7!3m6!1s0x537df5ff91e2bee1:0x72c8f368b9cf5aea!8m2!3d49.8877225!4d-119.4931212!16s%2Fg%2F11jrbymmvb!19sChIJ4b7ikf_1fVMR6lrPuWjzyHI?authuser=0&hl=en&rclk=1
gyms in kelowna,The Dog House,(587) 888-4243,https://www.mindbodyonline.com/explore/locations/the-dog-house,"539 Lawrence Ave, Kelowna, BC V1Y 6L8", stars,N/A,https://www.google.com/maps/place/The+Dog+House/data=!4m7!3m6!1s0x537df5c426981f89:0x54eb73ad87959fd8!8m2!3d49.8852815!4d-119.492263!16s%2Fg%2F11tk4_4tm4!19sChIJiR-YJsT1fVMR2J-Vh61z61Q?authuser=0&hl=en&rclk=1
gyms in kelowna,H2O Adventure + Fitness Centre,(250) 491-9622,https://www.ymcasibc.ca/Locations/H2O,"4075 Gordon Dr, Kelowna, BC V1W 5J2", stars,N/A,https://www.google.com/maps/place/H2O+Adventure+%2B+Fitness+Centre/data=!4m7!3m6!1s0x537d8b09f2c1beab:0xc7fb4b76263a6ce8!8m2!3d49.8378932!4d-119.4812449!16s%2Fg%2F1tfrrlf1!19sChIJq77B8gmLfVMR6Gw6JnZL-8c?authuser=0&hl=en&rclk=1
gyms in kelowna,Lynchpin Kettlebell Club,(250) 681-3818,N/A,"2011 Pandosy St, Kelowna, BC V1Y 1S2", stars,N/A,https://www.google.com/maps/place/Lynchpin+Kettlebell+Club/data=!4m7!3m6!1s0x537df4aceae15555:0x4b711531233dce6f!8m2!3d49.8780515!4d-119.4912461!16s%2Fg%2F11rgh799qd!19sChIJVVXh6qz0fVMRb849IzEVcUs?authuser=0&hl=en&rclk=1
gyms in kelowna,DS Personal Training,(604) 369-6373,http://www.dsosa.com/,"1770 Old Ferry Wharf Rd, Kelowna, BC V1Z 0B3", stars,N/A,https://www.google.com/maps/place/DS+Personal+Training/data=!4m7!3m6!1s0x548673d1980c8467:0x5be3393e2e563f8f!8m2!3d49.831123!4d-119.6163406!16s%2Fg%2F11b6tfzkkn!19sChIJZ4QMmNFzhlQRjz9WLj4541s?authuser=0&hl=en&rclk=1
gyms in kelowna,Bodyshop Fitness & Nutrition,(778) 755-5777,https://bodyshopwk.ca/,"1060 Stevens Rd #4, West Kelowna, BC V1Z 1A3", stars,N/A,https://www.google.com/maps/place/Bodyshop+Fitness+%26+Nutrition/data=!4m7!3m6!1s0x537df5378f600aaf:0x16f78fcbb55f3bc4!8m2!3d49.8678994!4d-119.5586194!16s%2Fg%2F11b7rnf3rm!19sChIJrwpgjzf1fVMRxDtftcuP9xY?authuser=0&hl=en&rclk=1
gyms in kelowna,Suka SPIN,(778) 754-7155,https://suka.fit/spin/,"3480 Carrington Rd, West Kelowna, BC V4T 2H7", stars,N/A,https://www.google.com/maps/place/Suka+SPIN/data=!4m7!3m6!1s0x5482752985a1772f:0xab99a202924fb1a0!8m2!3d49.8387423!4d-119.6110445!16s%2Fg%2F11vb_pdwjf!19sChIJL3ehhSl1glQRoLFPkgKimas?authuser=0&hl=en&rclk=1
gyms in kelowna,YMCA of Southern Interior BC,(250) 491-9622,https://www.ymcasibc.ca/,"375 Hartman Rd, Kelowna, BC V1X 2M9", stars,N/A,https://www.google.com/maps/place/YMCA+of+Southern+Interior+BC/data=!4m7!3m6!1s0x537d8d4eccb18dab:0xb68d17d0bbb7847b!8m2!3d49.8983417!4d-119.3818572!16s%2Fg%2F1wrgjvd1!19sChIJq42xzE6NfVMRe4S3u9AXjbY?authuser=0&hl=en&rclk=1
gyms in kelowna,Danielle Vaughan Personal Trainer,(250) 300-7302,N/A,"2476 Westlake Rd #104, West Kelowna, BC V1Z 2V2", stars,N/A,https://www.google.com/maps/place/Danielle+Vaughan+Personal+Trainer/data=!4m7!3m6!1s0x537d8dfa78dbb667:0x7c99f3ce978a641d!8m2!3d49.8665332!4d-119.5672264!16s%2Fg%2F11g3y4mykr!19sChIJZ7bbePqNfVMRHWSKl87zmXw?authuser=0&hl=en&rclk=1
gyms in kelowna,Planet Fitness,(778) 380-0998,https://www.planetfitness.ca/gyms/kelowna-bc?utm_medium=organic&utm_source=extnet,"2271 Harvey Ave, Kelowna, BC V1Y 6H2", stars,N/A,https://www.google.com/maps/place/Planet+Fitness/data=!4m7!3m6!1s0x537d8d01394019fd:0x7f42f6eab6378c7d!8m2!3d49.880243!4d-119.4400296!16s%2Fg%2F11rvc61_z1!19sChIJ_RlAOQGNfVMRfYw3tur2Qn8?authuser=0&hl=en&rclk=1
gyms in kelowna,Global Fitness & Racquet Centre,(250) 860-6900,http://www.globalfitnesskelowna.com/,"1574 Harvey Ave, Kelowna, BC V1Y 6G2", stars,N/A,https://www.google.com/maps/place/Global+Fitness+%26+Racquet+Centre/data=!4m7!3m6!1s0x537d8cb29a8a2bdf:0xd113163e9c04bbdb!8m2!3d49.88229!4d-119.4639736!16s%2Fg%2F1thf87dp!19sChIJ3yuKmrKMfVMR27sEnD4WE9E?authuser=0&hl=en&rclk=1
